Name,Price,ProductDetails,Link
Refurbished HP Envy 16-h0000na Core i7-12700H 16GB 1TB SSD 16 Inch 4K Touchscreen Windows 11 Laptop,£849.97,"Intel Core i7 12700H Processor, 16 Inch 2560 x 1600 Screen, 16GB RAM, 1TB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-hp-envy-16-h0000na-core-i7-12700h-16gb-1tb-ssd-16-inch-4k-touch-a1-6d8y7ea/version.asp
Refurbished HP EliteBook 850 G6 Ultrabook Core i5 8th gen 16GB 256GB 15.6 Inch Windows 11 Professional Laptop,£429.97,"Intel Core i5 Processor, 15.6 Inch 1366 x 768 Screen, 16GB RAM, 256GB SSD, 1 year warranty",https://www.laptopsdirect.co.uk/refurbished-hp-elitebook-850-g6-ultrabook-core-i5-8th-gen-16gb-256gb-15.6-i-t1-850g6i516gb256gbw10p/version.asp
Refurbished Lenovo Yoga 7i Core i7-1355U 16GB 512GB 16 Inch Windows 11 Convertible Laptop - Grey,£849.97,"Intel Core i7 1355U Processor, 16 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-lenovo-yoga-7i-core-i7-1355u-16gb-512gb-16-inch-windows-11-conv-a1-82yn002cuk/version.asp
Refurbished Lenovo ThinkPad L13 Core i5-10310U 8GB 256GB 13.3 Inch Windows 10 Professional Laptop,£359.97,"Intel Core i5 10310U Processor, 13.3 Inch Full HD Screen, 8GB RAM, 256GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-lenovo-thinkpad-l13-core-i5-10310u-8gb-256gb-13.3-inch-windows-a1-20r4s6qk00/version.asp
Refurbished Lenovo ThinkPad T15P Core i7-10750H 16GB 512GB GTX 1050 15.6 Inch Windows 10 Professional Laptop,£619.97,"Intel Core i7 10750H Processor, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-lenovo-thinkpad-t15p-core-i7-10750h-16gb-512gb-gtx-1050-15.6-in-a1-20tms0la00/version.asp
Acer TravelMate P2 Intel Core i7 16GB RAM 512GB SSD 15.6 Inch Windows 11 Pro Laptop,£769.97,"Intel Core i7 1255U Processor, Iris Xe Graphics Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/acer-travelmate-p2-intel-core-i7-16gb-ram-512gb-ssd-15.6-inch-windows-11-pr-nx.vvsek.00e/version.asp
Medion Erazer NB Crawler E40 FHD 144Hz Intel Core i5-12450H 16GB 512GB RTX 4050 15.6 inch Windows 11 Home Gaming Laptop,£799.97,"Intel Core i5 12450H Processor, GeForce RTX 4050 Graphics card, 15.6 Inch Full HD 144Hz Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/medion-erazer-nb-crawler-e40-15.6-fhd-144hz-intel-core-i5-12450h-16-gb-512-30035504/version.asp
HP 250 G8 AMD Ryzen 5 5500U 8GB 256GB 15.6 Inch Windows 11 Laptop,£384.97,,https://www.laptopsdirect.co.uk/hewlett-packard-hp-250-g8-amd-ryzen-5-5500u-8gb-256gb-ssd-15.6-inch-fhd-win-7j059aa/version.asp
Medion Erazer Crawler E30 Core i5-12450H 16GB 512GB  RTX 3050 15.6 Inch Windows 11 Gaming Laptop,£699.97,"Intel Core i5 12450H Processor, GeForce RTX 3050 4GB Graphics card, 15.6 Inch Full HD 144Hz Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/medion-erazer-crawler-e30-core-i5-12450h-16gb-512gb-rtx-3050-15.6-inch-win-30035525/version.asp
Lenovo ThinkPad E15 Gen 4 Intel Core i5 16GB 256GB SSD 15.6 Inch Laptop,£974.97,"Intel Core i5 I5-1235U Processor, Intel Iris Xe Graphics Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-e15-gen-4-intel-core-i5-16gb-256gb-ssd-15.6-inch-laptop-21e6005kuk/version.asp
MSI Vector GP76 Intel Core i7 16GB 1TB RTX 3060 360Hz 17.3 Inch Windows 11 Gaming Laptop,£1199.97,"Intel Core i7 12700H Processor, GeForce RTX 3060 6GB Graphics card, 17.3 Inch Full HD Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/msi-vector-gp76-12ue-intel-core-i7-12700h-8gb-1tb-ssd-nvidia-rtx-3060-17.3-9s7-17k412-423/version.asp
Apple MacBook Pro 14 Inch M1 Pro 16GB RAM 1TB SSD 2021 - Silver,£1887.97,"M1 Pro M1 Pro Processor, M1 Pro 16-Core Graphics card, 14 Inch 3024 x 1964 120Hz Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/apple-macbook-pro-m1-pro-10-core-cpu-16-core-gpu-1tb-ssd-14-inch-mac-os-lap-mkgt3b-a/version.asp
Refurbished Asus C202 Mediatek MT8173C 4GB 32GB 11.6 Inch Chromebook,£139.97,"Mediatek MT8173c Processor, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 32GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-asus-c202xa-mediatek-mt8173c-4gb-32gb-11.6-inch-chromebook-a1-c202xa-gj0004-1y/version.asp
Refurbished Acer Swift 3 SF314-512-56QM Core i5-1240P 8GB 512GB 14 Inch 4K Windows 11 Laptop,£469.97,"Intel Core i5 1240P Processor, 14 Inch QHD Screen, 8GB RAM, 512GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-acer-swift-3-sf314-512-56qm-core-i5-1240p-8gb-512gb-14-inch-win-a1-nx.k0fek.001/version.asp
HP ZBook Power G8 Core i7-11800H 8GB 256GB SSD 15.6 Inch FHD Quadro T600 Mobile Workstation Laptop,£829.97,"Intel Core i7 11800H Processor, T600 Graphics card, 15.6 Inch Full HD Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/hewlett-packard-hp-inc-hp-zbook-power-g8-39.6-cm-15.6-mobile-workstation-525g9ea/version.asp
Lenovo ThinkPad T14s Gen 2 AMD Ryzen 7 Pro  16GB RAM 512GB SSD 14 Inch Windows 10 Pro Laptop,£879.97,"AMD Ryzen 7 5850U Processor, Radeon Graphics Graphics card, 14 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-t14s-gen-2-amd-ryzen-7-16gb-ram-512gb-ssd-14inch-windows-10-20xf007guk/version.asp
MSI Raider GE78HX Intel Core i9 32GB 2TB RTX 4080 240Hz 17 Inch Windows 11 Gaming Laptop,£2799.97,"Intel Core i9 13950HX Processor, GeForce RTX 4080 Graphics card, 17 Inch 2560 x 1600 Screen, 32GB RAM, 2TB SSD",https://www.laptopsdirect.co.uk/msi-raider-ge78hx-intel-core-i9-13950hx-16gb-2tb-ssd-geforce-rtx-4080-17-in-9s7-17s111-046/version.asp
Lenovo IdeaPad Gaming 3 Intel Core i5 8GB 512GB GTX 1650 FHD 15.6 Inch Gaming Laptop,£514.97,"Intel Core i5 11320H Processor, GeForce GTX 1650 4GB Graphics card, 15.6 Inch Full HD Screen, 8GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-ideapad-gaming-3-intel-core-i5-11320h-8gb-ram-512gb-ssd-gtx-1650-15.-82k101j7uk/version.asp
Lenovo Legion Y700 Intel Core i9 32GB 1TB RTX 4080 240Hz 16 Inch Windows 11 Home Gaming Laptop,£2799.97,"Intel Core i9 13900HX Processor, GeForce RTX 4080 12GB Graphics card, 16 Inch 2560 x 1600 Screen, 32GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/lenovo-legion-y700-intel-core-i9-13900h-32gb-ram-1tb-ssd-rtx-4080-16-inch-g-82wq000xuk/version.asp
Asus TUF Gaming 15 AMD Ryzen 7 16GB 512GB RTX 4050 144Hz FHD 15.6 Inch Windows 11 Home Gaming Laptop,£927.97,"AMD Ryzen 7 7735HS Processor, GeForce RTX 4050 Graphics card, 15.6 Inch Full HD 144Hz Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/asus-tuf-15-amd-ryzen-7-7735hs-16gb-ram-512gb-ssd-nvidia-rtx-4050-15.6-inch-fa507nu-lp002w/version.asp
Lenovo ThinkPad P16s Gen 1 Intel Core i7 16GB RAM 512GB SSD Quadro T550 16 Inch Windows 11 Pro Workstation Laptop,£1349.97,"Intel Core i7 1270P Processor, Quadro T550 Graphics card, 16 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/-21bt0009uk/version.asp
"Lenovo ThinkPad P14s Gen 3 Intel Core i5 16GB RAM 512GB SSD Windows 11 Pro NVIDIA T550 14"" Mobile Workstation",£919.97,"Intel Core i5 1240P Processor, Quadro T550 4GB Graphics card, 14 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-p14s-gen-3-intel-core-i5-16gb-ram-512gb-ssd-windows-11-pro-21ak0001uk/version.asp
HP ProBook 455 G9 5N2S4ES#ABU AMD Ryzen 3 5425U 8GB 256GB SSD 15.6IN,£573.56,"AMD Ryzen 3 5425U Processor, AMD Radeon Graphics Graphics card, 15.6 Inch 1366 x 768 Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/hp-probook-455-g9-5n2s4es-abu-amd-ryzen-3-5425u-8gb-256gb-ssd-15.6in-5n2s4es/version.asp
HP ZBook FireFly 15 Intel Core i7-1165G7 16GB RAM 512 SSD Quadro T550 15.6 Inch Windows 10 Pro,£1129.97,"Intel Core i7 1165G7 Processor, Quadro T550 4GB Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/hewlett-packard-hp-zb-ffg8-15i71165g7-16gb-512-525g0ea/version.asp
Microsoft Surface Laptop 5 Core i7-1265U 16GB 512GB 13.5Inch Windows 11 Pro Touchscreen Laptop - Black,£1599.97,"Intel Core i7 1265U Processor, Iris Xe Graphics Graphics card, 13.5 Inch 2256 x 1504 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/microsoft-surface-laptop-5-core-i7-1265u-16gb-512gb-13.5inch-windows-11-pro-rbh-00029/version.asp
"ASUS Chromebook RFB-C223NA-GJ0014 11.6"" Laptop Intel Celeron N3350 4GB RAM, 32GB Storage, Chrome OS - 90nx01q1-m00180",£129.97,"Intel Celeron N3350 Processor, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 32GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-asus-chromebook-intel-celeron-n3350-4gb-32gb-11.6-inch-chrome-o-a1-c223na-gj0014/version.asp
Refurbished ASUS Zenbook UX363EA Flip Core i5-1135G7 8GB 512GB 13.3 Inch OLED Touchscreen Windows 11 Laptop,£639.97,"Intel Core i5 1135G7 Processor, 13.3 Inch Full HD Screen, 8GB RAM, 512GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/grade-a1-asus-zenbook-ux363ea-flip-core-i5-1135g7-8gb-512gb-ssd-13.3-inch-a1-ux363ea-hp242t/version.asp
Lenovo Yoga Slim 7 Ryzen 7-5800U 8GB 512GB SSD Radeon Graphics 13.3 Inch Windows 10 Home Laptop,£619.97,"AMD Ryzen 7 5800U Processor, Radeon Graphics Graphics card, 13.3 Inch 2560 x 1600 Screen, 8GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-yoga-slim-7-ryzen-7-5800u-8gb-512gb-ssd-radeon-graphics-13.3-inch-wi-82cy0013uk/version.asp
Refurbished Lenovo IdeaPad Slim 1i Intel Celeron N4020 4GB 64GB 11.6 Inch Windows 11 Laptop,£129.97,"Intel Celeron N4020 Processor, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 64GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-lenovo-ideapad-slim-1i-intel-celeron-n4020-4gb-64gb-11.6-inch-w-a1-81vt009nuk/version.asp
Refurbished Asus VivoBook M515UA  AMD Ryzen 5 5500U 8GB 256GB 15.6 Inch Windows 11 Laptop ,£369.97,"AMD Ryzen 5 5500U Processor, 15.6 Inch Full HD Screen, 8GB RAM, 256GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-asus-vivobook-m515ua-amd-ryzen-5-5500u-8gb-256gb-15.6-inch-win-a1-m515ua-bq364t/version.asp
Dell Latitude 5530 Intel Core i7-1265U 16GB RAM 512GB SSD 15.6 Inch Windows 10 Pro Laptop,£1249.97,"Intel Core i7 1265U Processor, Iris Xe Graphics Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/dell-latitude-5530-15.6-inch-core-i7-1265u-vpro-enterprise-16-gb-ram-512-gb-7xrvj/version.asp
"Medion Erazer NB Specialist P10 16"" QHD 165Hz Intel Core i7-12700H 16 GB 1 TB  RTX 3060 Windows 11 Home Gaming Laptop",£999.97,"Intel Core i7 12700H Processor, GeForce RTX 3060 Graphics card, 16 Inch 2880 x 1440 Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/medion-specialist-p10-core-i7-12700h-16gb-1tb-ssd-rtx-3060-16-inch-qhd-165h-30033993/version.asp
Refurbished Samsung Galaxy Book 2 Pro 360 Core i7-1260P 16GB 512GB 15.6 Inch Windows 11 Convertible Laptop,£799.97,"Intel Core i7 1260P Processor, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-samsung-galaxy-book2-pro-core-i7-1260p-16gb-512gb-15.6-inch-win-a1-np950qed-kb2uk/version.asp
HP EliteBook 860 G9 Intel Core i7-1260P 16GB 512GB SSD 16 Inch Windows 11 Pro Laptop,£1219.97,"Intel Core i7 1260P Processor, Iris Xe Graphics Graphics card, 16 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/hewlett-packard-eb860g9-i7-1260p-16-inch-6t1b3ea/version.asp
Refurbished HP 11a-ne0000na MediaTek MT8183 4GB 64GB eMMC 11.6 Inch Chromebook,£109.97,"Mediatek MT8183 Processor, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 64GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-hp-11a-ne0000na-mediatek-mt8183-4gb-64gb-11.6-inch-chromebook-a1-63w58ea/version.asp
Dell Precision 3581 Intel Core i7 32GB RAM 512GB SSD 15.6 Inch Windows 11 Pro FHD Laptop,£2299.97,"Intel Core i7 13800H Processor, NVIDIA RTX 2000 Ada 8GB Graphics card, 15.6 Inch Full HD Screen, 32GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/dell-precision-3581-intel-core-i7-32gb-ram-512gb-ssd-15.6-inch-windows-11-p-c3fdp/version.asp
Dell Precision 3580 Intel Core i7 16GB RAM 512GB SSD 15.6 Inch Windows 11 Pro Laptop,£1064.97,"Intel Core i7 i7-1360P Processor, RTX A500 Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/dell-precision-3580-core-i7-16gb-ram-512gb-ssd-15.6-inch-windows-11-pro-lap-rc86k/version.asp
Lenovo Thinkpad P15v AMD Ryzen 7 PRO 16GB RAM 512GB SSD NVidia RTX A2000 15.6 Inch Windows 11 Pro Workstation Laptop,£969.98,"Ryzen 7 Pro 6850H Processor, RTX A2000 4GB Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-p15v-amd-ryzen-7-pro-16gb-ram-512gb-ssd-15.6-inch-windows-1-21em0017uk/version.asp
Refurbished HP EliteBook 850 G3 Ultrabook Core i5 6th gen 32GB 1TB SSD 15.6 Inch Windows 10 Professional Laptop,£379.97,"Intel Core i5 Processor, 15.6 Inch 1366 x 768 Screen, 32GB RAM, 1TB SSD, 1 year warranty",https://www.laptopsdirect.co.uk/refurbished-hp-elitebook-850-g3-ultrabook-core-i5-6th-gen-32gb-1tb-ssd-15.6-t1-850g3i532gb1tbw10p/version.asp
Refurbished HP EliteBook 850 G6 Ultrabook Core i5 8th gen 16GB 1TB SSD 15.6 Inch Windows 11 Professional Laptop,£449.97,"Intel Core i5 Processor, 15.6 Inch 1366 x 768 Screen, 16GB RAM, 1TB SSD, 1 year warranty",https://www.laptopsdirect.co.uk/refurbished-hp-elitebook-850-g6-ultrabook-core-i5-8th-gen-16gb-1tb-ssd-15.6-t1-850g6i516gb1tbw10p/version.asp
Refurbished HP EliteBook 840 G5 Ultrabook Core i5 8th gen 16GB 1TB SSD 14 Inch Windows 11 Professional Laptop,£379.97,"Intel Core i5 Processor, 14 Inch 1366 x 768 Screen, 16GB RAM, 1TB SSD, 1 year warranty",https://www.laptopsdirect.co.uk/refurbished-hp-elitebook-840-g5-ultrabook-core-i5-8th-gen-16gb-1tb-ssd-14-i-t1-840g5i516gb1tbw10p/version.asp
Refurbished HP Stream 11-ak0516na Intel Celeron N4020 4GB 64GB 11.6 Inch Windows 11 Laptop,£109.97,"Intel Celeron N4020 Processor, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 64GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-hp-stream-11-ak0516na-intel-celeron-n4020-4gb-64gb-11.6-inch-wi-a2-735h0ea/version.asp
Dell Latitude 3540 Core i5 8GB RAM 256GB SSD 15.6 Inch Windows 11 Pro Laptop,£769.97,"Intel Core i5 1335U Processor, 15.6 Inch Full HD Screen, 8GB RAM, 256GB Hard Drive + 256GB SSD, 1 year warranty",https://www.laptopsdirect.co.uk/dell-latitude-3540-core-i5-8gb-ram-256gb-ssd-15.6-inch-windows-11-pro-lapto-5pdxj/version.asp
Dell Latitude 3540 Intel Core i5 16GB RAM 256GB SSD 15.6 Inch Windows 11 Pro FHD Laptop,£929.97,"Intel Core i5 1335U Processor, Iris Xe Graphics Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/dell-latitude-3540-intel-core-i5-16gb-ram-256gb-ssd-15.6-inch-windows-11-pr-4vk4x/version.asp
Dell Vostro 3520  Intel Core i3 8GB RAM 256GB SSD 15.6 Inch Windows 11 Pro Laptop,£489.97,"Intel Core i3 I3-1115G4 Processor, UHD Graphics Graphics card, 15.6 Inch Full HD 120Hz Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/dell-vostro-3520-intel-core-i3-8gb-ram-256gb-ssd-15.6-inch-windows-11-pro-w16fk/version.asp
Refurbished Microsoft Surface Go Core i5 8GB 128GB 12 Inch Windows 10 Laptop - Platinum,£349.97,"Intel Core i5 Processor, 12 Inch Screen, 8GB RAM, 128GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-microsoft-surface-go-core-i5-8gb-128gb-12-inch-windows-10-lapt-a1-1zx-00004/version.asp
Asus Chromebook Flip CR1 Intel Celeron 4GB RAM 64GB SSD 11.6 Inch Chromebook,£287.97,"Intel Celeron N4500 Processor, UHD Graphics Graphics card, 11.6 Inch 1366x768 Screen, 4GB RAM, 64GB SSD",https://www.laptopsdirect.co.uk/asus-chromebook-flip-cr1-intel-celeron-n4500-4gb-64gb-ssd-11.6-inch-chrome-cr1100fka-bp0166-3y/version.asp
Dell Latitude 3420 Core i5 1135G7 8GB 256GB SSD 14 Inch Windows 10 Pro Laptop,£699.97,"Intel Core i5 1135G7 Processor, Iris Xe Graphics Graphics card, 14 Inch Full HD Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/dell-latitude-3420-i5-1135g7-8gb-r29kv/version.asp
Lenovo ThinkPad T14 Gen 3 Core i7-1255U 16GB 512GB SSD Iris Xe Graphics 14 Inch Windows 10 Pro Laptop,£1279.97,"Intel Core i7 1255U Processor, Iris Xe Graphics Graphics card, 14 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-t14-gen-3-core-i7-1255u-16gb-512gb-ssd-iris-xe-graphics-14-21ah00d7uk/version.asp
Refurbished Acer Predator Helios 300 Core i7-11800H 16GB 1TB SSD RTX 3070 15.6 Inch Windows 11 Gaming Laptop,£969.97,"Intel Core i7 11800H Processor, GeForce RTX 3070 8GB Graphics card, 15.6 Inch Full HD 144Hz Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/grade-a1-acer-helios-300-core-i7-11800h-16gb-1024gb-pcie-nvme-ssd-nvidia-a1-nh.qc1ek.004/version.asp
ASUS Expertbook B1400CE Intel Core i5 8GB RAM 512GB SSD 14 Inch Windows 11 Pro Laptop,£679.97,"Intel Core i5 1135 Processor, Iris Xe Graphics Graphics card, 14 Inch Full HD Screen, 8GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/asus-expertbook-b1400ce-core-i5-1135-8gb-b1400ceae-eb5165x/version.asp
Apple MacBook Air 13.6 Inch M2 8GB RAM 256GB SSD 2022 - Silver,£1059.97,"M2 M2 Processor, M2 8-Core Graphics card, 13.6 Inch 2560 x 1664 Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/macbook-air-13.6-inch-apple-m2-chip-8c-cpu-8c-gpu-8gb-ram-256gb-ssd-silve-mlxy3b-a/version.asp
Acer Aspire 7 AMD Ryzen 5 8GB 512GB RTX 3050 144Hz FHD 15.6 Inch Windows 11 Gaming Laptop,£649.97,"AMD Ryzen 5 5625U Processor, GeForce RTX 3050 4GB Graphics card, 15.6 Inch Full HD 144Hz Screen, 8GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/acer-aspire-7-amd-ryzen-5-5625u-8gb-512gb-ssd-geforce-rtx-3050-15.6-inch-wi-nh.qhdek.001/version.asp
Refurbished Asus ZenBook UX425JA Core i3-1005G1 8GB 256GB 14 Inch Windows 11 Laptop,£399.97,"Intel Core i3 1005G1 Processor, 14 Inch Full HD Screen, 8GB RAM, 256GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-asus-zenbook-ux425ja-core-i3-1005g1-8gb-256gb-14-inch-windows-1-a1-ux425ja-bm001t/version.asp
Apple MacBook Pro 14 Inch M1 Pro 16GB RAM 1TB SSD 2021 - Space Grey,£1899.97,"M1 Pro M1 Processor, M1 Pro 16-Core Graphics card, 14 Inch 3456 x 2234 120Hz Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/apple-macbook-pro-m1-pro-10-core-cpu-16-core-gpu-1tb-ssd-14-inch-mac-os-lap-mkgq3b-a/version.asp
Lenovo ThinkPad P15 Gen 2 Core i5-11500H 16GB 512GB SSD Quadro T1200 15.6 Inch Windows 10 Pro Laptop,£949.97,"Intel Core i5 11500H Processor, T1200 4GB Graphics card, 15.6 Inch Full HD Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/-20yq0018uk/version.asp
Refurbished HP Stream 11-ak0515sa Intel Celeron N4020 4GB 64GB 11 Inch Windows 11 Laptop - White,£139.97,"Intel Celeron N4020 Processor, 11 Inch 1366 x 768 Screen, 4GB RAM, 64GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-hp-stream-11-ak0515sa-intel-celeron-n4020-4gb-64gb-11-inch-wind-a1-629x3ea/version.asp
Refurbished Acer Swift X SFX16-52G Core i7-1260P 16GB 1TB SSD 16 Inch Windows 11 Laptop,£999.97,"Intel Core i7 1260P Processor, 16 Inch 2560 x 1600 Screen, 16GB RAM, 1TB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-acer-swift-x-sfx16-52g-core-i7-1260p-16gb-1tb-ssd-16-inch-windo-a1-nx.k0gek.003/version.asp
Dell Latitude 7430 Intel Core i5 16GB RAM 256GB SSD Windows 10 Pro 14 inch Laptop,£1099.97,"Intel Core i5 1235U Processor, Iris Xe Graphics Graphics card, 14 Inch Full HD Screen, 16GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/dell-latitude-7430-intel-core-i5-16gb-ram-256gb-ssd-windows-10-pro-14-inch-3w64p/version.asp
Lenovo ThinkPad X1 Carbon Gen 10 Core i7-1260P 16GB 512GB SSD 4G LTE 14 Inch Windows 11 Pro Laptop,£1799.98,"Intel Core i7 1260P Processor, Iris Xe Graphics Graphics card, 14 Inch 2880 x 1800 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-x1-carbon-gen-10-core-i7-1260p-16gb-512gb-ssd-14-inch-windo-21cb007auk/version.asp
Toshiba Dynabook Satellite Pro C50D-B-115 Ryzen 5-5600U 8GB 256GB SSD Iris Xe Graphics 15.6 Inch Windows 10 Pro Laptop,£429.97,"AMD Ryzen 5 5600U Processor, Radeon Graphics Graphics card, 15.6 Inch Full HD Screen, 8GB RAM, 256GB SSD",https://www.laptopsdirect.co.uk/toshiba-dynabook-satellite-a1pyu13e116a/version.asp
Lenovo ThinkPad X13 Gen 3 Core i7-1260P 16GB 512GB SSD 13.3 Inch Windows 11 Pro Laptop,£1399.97,"Intel Core i7 1260P Processor, Iris Xe Graphics Graphics card, 13.3 Inch 1920 x 1200 Screen, 16GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-thinkpad-x13-gen-3-core-i7-1260p-16gb-512gb-ssd-13.3-inch-windows-11-21bn0035uk/version.asp
Refurbished Lenovo IdeaPad 5i Core i3-1115G4 4GB 128GB 14 Inch Chromebook,£229.97,"Intel Core i3 1115G4 Processor, 14 Inch Full HD Screen, 4GB RAM, 128GB SSD, 3 Month Warranty",https://www.laptopsdirect.co.uk/refurbished-lenovo-ideapad-5i-core-i3-1115g4-4gb-128gb-14-inch-chromebook-a1-82m8000duk/version.asp
Acer TravelMate B3 Intel Celeron 4GB RAM 64GB eMMC 11.6 Inch Windows 11 Laptop,£253.97,"Intel Celeron N4120 Processor, UHD Graphics 600 Graphics card, 11.6 Inch 1366 x 768 Screen, 4GB RAM, 64GB SSD",https://www.laptopsdirect.co.uk/acer-travelmate-b3-intel-celeron-4gb-ram-64gb-emmc-11.6-inch-windows-11-lap-nx.vndek.00a/version.asp
Lenovo IdeaPad 1 AMD Ryzen 7 8GB RAM 512GB SSD 15.6 Inch Windows 11 Laptop,£499.97,"AMD Ryzen 7 3700U Processor, Radeon RX Vega 10 Graphics card, 15.6 Inch Full HD Screen, 8GB RAM, 512GB SSD",https://www.laptopsdirect.co.uk/lenovo-ideapad-1-amd-ryzen-7-8gb-ram-512gb-ssd-15.6-inch-windows-11-laptop-82r1005huk/version.asp
MSI Katana 15 Intel Core i7 16GB 1TB RTX 4070 144Hz 15.6 Inch Gaming Windows 11 Laptop,£1199.97,"Intel Core i7 12650H Processor, GeForce RTX 4070 Graphics card, 15.6 Inch Full HD 144Hz Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/msi-katana-15-intel-core-i7-12650h-16gb-1tb-ssd-geforce-rtx-4070-15.6-inch-9s7-158571-033/version.asp
MSI Raider GE78HX Intel Core i7 16GB 1TB RTX 4070 240Hz 17 Inch Windows 11 Gaming Laptop,£1779.97,"Intel Core i7 13700HX Processor, GeForce RTX 4070 Graphics card, 17 Inch 2560 x 1600 Screen, 16GB RAM, 1TB SSD",https://www.laptopsdirect.co.uk/msi-raider-ge78hx-intel-core-i7-13700hx-16gb-1tb-ssd-geforce-rtx-4070-17-in-9s7-17s211-009/version.asp
